"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e8-1,y,Slightly concerned,Almost never,Not at all excited,Not at all respectful,Almost always,Understand a little,Somewhat negative,Once in a while,Some support,Very unfair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Almost never,Slightly difficult
stu-e8-2,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Almost never,Understand somewhat,Neither negative or positive,Almost never,No support at all,Slightly fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Belong quite a bit,Sometimes,Quite difficult
stu-e8-3,y,Extremely concerned,Frequently,Extremely excited,Extremely respectful,Almost always,Do not understand at all,Very negative,Sometimes,Some support,Somewhat unfair,Extremely likely,Quite a bit of respect,Helps my learning some,Frequently,Do not belong at all,Almost always,Somewhat difficult
stu-e8-4,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Almost always,Do not understand at all,Slightly negative,Once in a while,No support at all,Very unfair,Quite likely,No respect at all,Hurts my learning some,Almost always,Belong somewhat,Sometimes,Quite difficult
stu-e8-6,y,Somewhat concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Understand a little,Slightly negative,Almost always,No support at all,Slightly unfair,Extremely likely,A tremendous amount of respect,Helps my learning a tremendous amount,Almost always,Belong a little bit,Frequently,Quite difficult
stu-e8-8,y,Extremely concerned,Almost always,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Very negative,Once in a while,Some support,Very unfair,Somewhat likely,A little bit of respect,Hurts my learning some,Frequently,Belong a little bit,Once in a while,Somewhat difficult
stu-e8-9,y,Extremely concerned,Frequently,Quite excited,Quite respectful,Almost always,Do not understand at all,Very negative,Once in a while,Quite a bit of support,Slightly unfair,Extremely likely,No respect at all,Hurts my learning a little bit,Frequently,Belong somewhat,Sometimes,Slightly difficult
stu-e8-12,y,Extremely concerned,Almost always,Quite excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost never,A tremendous amount of support,Slightly unfair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Slightly difficult
stu-e8-13,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,A little bit of support,Somewhat unfair,Slightly likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Quite difficult
stu-e8-14,y,Quite concerned,Frequently,Extremely excited,Extremely respectful,Once in a while,Understand somewhat,Slightly negative,Almost always,Some support,Somewhat unfair,Quite likely,Some respect,Hurts my learning a little bit,Almost always,Do not belong at all,Almost always,Slightly difficult
stu-e8-17,y,Somewhat concerned,Frequently,Extremely excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly negative,Sometimes,A little bit of support,Slightly unfair,Quite likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong somewhat,Once in a while,Extremely difficult
stu-e8-21,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Frequently,Some support,Very fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Almost never,Belong somewhat,Sometimes,Quite difficult
stu-e8-26,y,Quite concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Understand a little,Slightly negative,Once in a while,A little bit of support,Somewhat unfair,Extremely likely,Some respect,Helps my learning a little bit,Almost always,Belong a little bit,Sometimes,Quite difficult
stu-e8-28,y,Extremely concerned,Almost always,Extremely excited,Extremely respectful,Once in a while,Completely understand,Slightly positive,Once in a while,Quite a bit of support,Very fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Not at all difficult
stu-e8-30,y,Quite concerned,Almost always,Extremely excited,Extremely respectful,Sometimes,Understand a little,Somewhat negative,Sometimes,Some support,Slightly unfair,Extremely likely,A little bit of respect,Hurts my learning a tremendous amount,Almost always,Do not belong at all,Frequently,Slightly difficult
stu-e8-31,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Understand a little,Neither negative or positive,Frequently,No support at all,Slightly unfair,Extremely likely,A tremendous amount of respect,Helps my learning some,Frequently,Belong somewhat,Frequently,Extremely difficult
stu-e8-33,y,Quite concerned,Sometimes,Quite excited,Quite respectful,Almost always,Understand somewhat,Neither negative or positive,Once in a while,A tremendous amount of support,Slightly unfair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Frequently,Slightly difficult
stu-e8-36,y,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Almost never,Understand somewhat,Neither negative or positive,Frequently,Some support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong somewhat,Once in a while,Slightly difficult
stu-e8-37,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Sometimes,Understand a little,Slightly negative,Once in a while,A tremendous amount of support,Slightly unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Slightly difficult
stu-e8-39,y,Somewhat concerned,Frequently,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Slightly negative,Frequently,A little bit of support,Very unfair,Quite likely,A tremendous amount of respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Extremely difficult
stu-e8-41,y,Extremely concerned,Frequently,Somewhat excited,Somewhat respectful,Almost always,Understand a little,Neither negative or positive,Sometimes,A little bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Frequently,Quite difficult
stu-e8-44,y,Not at all concerned,Sometimes,Somewhat excited,Slightly respectful,Almost never,Completely understand,Neither negative or positive,Sometimes,Quite a bit of support,Slightly fair,Not at all likely,Some respect,Hurts my learning a little bit,Once in a while,Completely belong,Sometimes,Somewhat difficult
stu-e8-45,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Once in a while,Completely understand,Neither negative or positive,Almost never,No support at all,Slightly unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Quite difficult
stu-e8-46,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Frequently,Do not understand at all,Neither negative or positive,Almost never,Some support,Slightly unfair,Extremely likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Almost never,Somewhat difficult
stu-e8-47,y,Extremely concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Sometimes,Quite a bit of support,Somewhat fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Frequently,Not at all difficult
stu-e8-48,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost never,A little bit of support,Slightly fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Frequently,Extremely difficult
stu-e8-50,y,Somewhat concerned,Frequently,Extremely excited,Quite respectful,Sometimes,Understand quite a bit,Slightly positive,Sometimes,No support at all,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e8-54,y,Slightly concerned,Once in a while,Not at all excited,Somewhat respectful,Frequently,Understand a little,Very negative,Frequently,No support at all,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning some,Frequently,Do not belong at all,Frequently,Extremely difficult
stu-e8-55,y,Extremely concerned,Frequently,Quite excited,Quite respectful,Frequently,Do not understand at all,Neither negative or positive,Almost never,Quite a bit of support,Slightly fair,Extremely likely,No respect at all,Hurts my learning a little bit,Sometimes,Belong a little bit,Frequently,Not at all difficult
stu-e8-58,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Neither negative or positive,Once in a while,A little bit of support,Slightly fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e8-59,y,Not at all concerned,Almost never,Not at all excited,Not at all respectful,Sometimes,Understand quite a bit,Very positive,Sometimes,Some support,Somewhat fair,Not at all likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Completely belong,Once in a while,Quite difficult
stu-e8-62,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Do not understand at all,Somewhat negative,Almost always,Quite a bit of support,Somewhat unfair,Extremely likely,A tremendous amount of respect,Helps my learning some,Almost always,Belong somewhat,Sometimes,Not at all difficult
stu-e8-64,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Almost always,Understand somewhat,Slightly positive,Once in a while,A tremendous amount of support,Somewhat fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Almost never,Belong quite a bit,Sometimes,Somewhat difficult
stu-e8-65,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Sometimes,Understand quite a bit,Somewhat positive,Once in a while,A tremendous amount of support,Neither unfair or fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e8-66,y,Quite concerned,Almost always,Extremely excited,Extremely respectful,Frequently,Understand a little,Neither negative or positive,Almost always,No support at all,Slightly unfair,Extremely likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Almost always,Quite difficult
stu-e8-67,y,Extremely concerned,Sometimes,Slightly excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,No support at all,Somewhat unfair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e8-69,y,Slightly concerned,Sometimes,Slightly excited,Somewhat respectful,Frequently,Do not understand at all,Neither negative or positive,Almost always,Quite a bit of support,Slightly unfair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Frequently,Do not belong at all,Frequently,Not at all difficult
stu-e8-72,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly negative,Almost never,No support at all,Slightly unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Once in a while,Quite difficult
stu-e8-73,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Sometimes,Understand a little,Very negative,Sometimes,Quite a bit of support,Neither unfair or fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Almost always,Not at all difficult
stu-e8-74,y,Not at all concerned,Almost never,Not at all excited,Slightly respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost never,A tremendous amount of support,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Slightly difficult
stu-e8-77,y,Somewhat concerned,Frequently,Extremely excited,Quite respectful,Almost always,Do not understand at all,Somewhat negative,Once in a while,A tremendous amount of support,Somewhat unfair,Quite likely,Some respect,Hurts my learning a little bit,Almost always,Belong somewhat,Sometimes,Somewhat difficult
stu-e8-79,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Neither negative or positive,Almost always,No support at all,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong somewhat,Frequently,Extremely difficult
stu-e8-80,y,Not at all concerned,Almost never,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Somewhat positive,Once in a while,A tremendous amount of support,Slightly fair,Slightly likely,A little bit of respect,Hurts my learning some,Sometimes,Belong a little bit,Frequently,Slightly difficult
stu-e8-81,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Once in a while,No support at all,Somewhat unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e8-82,y,Quite concerned,Frequently,Extremely excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Almost always,A little bit of support,Somewhat unfair,Extremely likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Once in a while,Extremely difficult
stu-e8-88,y,Slightly concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand quite a bit,Very positive,Almost never,No support at all,Slightly fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Once in a while,Quite difficult
stu-e8-89,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Almost never,Completely understand,Neither negative or positive,Sometimes,Some support,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Completely belong,Sometimes,Somewhat difficult
stu-e8-91,y,Not at all concerned,Once in a while,Slightly excited,Slightly respectful,Frequently,Understand somewhat,Slightly negative,Sometimes,No support at all,Very unfair,Somewhat likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Almost never,Somewhat difficult
stu-e8-92,y,Not at all concerned,Once in a while,Slightly excited,Not at all respectful,Frequently,Understand somewhat,Slightly negative,Sometimes,No support at all,Very unfair,Slightly likely,Quite a bit of respect,Helps my learning some,Almost always,Do not belong at all,Once in a while,Quite difficult
stu-e8-93,y,Extremely concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Almost never,No support at all,Very unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Sometimes,Extremely difficult
stu-e8-97,y,Quite concerned,Sometimes,Somewhat excited,Quite respectful,Sometimes,Understand a little,Neither negative or positive,Frequently,Some support,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning a tremendous amount,Frequently,Do not belong at all,Frequently,Somewhat difficult
stu-e8-98,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Once in a while,Completely understand,Somewhat positive,Frequently,Some support,Neither unfair or fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Quite difficult
stu-e8-99,y,Somewhat concerned,Frequently,Extremely excited,Somewhat respectful,Frequently,Do not understand at all,Very negative,Frequently,A tremendous amount of support,Very unfair,Extremely likely,Some respect,Hurts my learning a little bit,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e8-100,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Almost always,Understand a little,Neither negative or positive,Once in a while,A little bit of support,Slightly fair,Somewhat likely,No respect at all,Hurts my learning a little bit,Almost never,Belong quite a bit,Almost always,Somewhat difficult
stu-e8-102,y,Extremely concerned,Frequently,Quite excited,Extremely respectful,Almost always,Understand a little,Neither negative or positive,Frequently,A little bit of support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e8-103,y,Not at all concerned,Almost never,Slightly excited,Somewhat respectful,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,Some support,Slightly unfair,Quite likely,Some respect,Helps my learning a little bit,Almost always,Belong a little bit,Once in a while,Slightly difficult
stu-e8-107,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Almost never,Completely understand,Neither negative or positive,Almost never,Quite a bit of support,Slightly unfair,Slightly likely,No respect at all,Hurts my learning some,Almost always,Belong a little bit,Almost always,Slightly difficult
stu-e8-108,y,Slightly concerned,Once in a while,Slightly excited,Slightly respectful,Once in a while,Completely understand,Neither negative or positive,Almost never,A little bit of support,Slightly unfair,Somewhat likely,No respect at all,Hurts my learning a little bit,Almost always,Do not belong at all,Sometimes,Extremely difficult
stu-e8-112,y,Slightly concerned,Once in a while,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Very negative,Frequently,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e8-114,y,Quite concerned,Almost always,Quite excited,Extremely respectful,Almost never,Completely understand,Somewhat positive,Almost never,A tremendous amount of support,Neither unfair or fair,Not at all likely,Some respect,Hurts my learning a little bit,Sometimes,Belong a little bit,Sometimes,Not at all difficult
stu-e8-116,y,Not at all concerned,Once in a while,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Somewhat negative,Almost always,Some support,Very unfair,Somewhat likely,Some respect,Helps my learning a little bit,Frequently,Belong somewhat,Once in a while,Quite difficult
stu-e8-117,y,Slightly concerned,Once in a while,Somewhat excited,Slightly respectful,Frequently,Understand a little,Somewhat negative,Once in a while,No support at all,Slightly unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Almost always,Do not belong at all,Sometimes,Somewhat difficult
stu-e8-118,y,Extremely concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Completely understand,Very positive,Almost never,A tremendous amount of support,Slightly fair,Not at all likely,Some respect,Hurts my learning a little bit,Almost never,Belong quite a bit,Once in a while,Slightly difficult
stu-e8-120,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Slightly negative,Frequently,A tremendous amount of support,Slightly unfair,Extremely likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Almost always,Slightly difficult
stu-e8-121,y,Extremely concerned,Almost always,Extremely excited,Extremely respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost never,Some support,Slightly unfair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Almost always,Do not belong at all,Frequently,Somewhat difficult
stu-e8-122,y,Quite concerned,Frequently,Quite excited,Quite respectful,Almost never,Understand quite a bit,Neither negative or positive,Once in a while,No support at all,Slightly unfair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Belong somewhat,Almost always,Extremely difficult
stu-e8-123,y,Not at all concerned,Almost never,Slightly excited,Slightly respectful,Frequently,Do not understand at all,Slightly negative,Almost always,A tremendous amount of support,Neither unfair or fair,Extremely likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Sometimes,Not at all difficult
stu-e8-126,y,Slightly concerned,Once in a while,Not at all excited,Slightly respectful,Frequently,Understand a little,Very negative,Almost always,A little bit of support,Somewhat unfair,Quite likely,A tremendous amount of respect,Helps my learning some,Almost always,Belong a little bit,Sometimes,Somewhat difficult
stu-e8-127,y,Somewhat concerned,Sometimes,Quite excited,Extremely respectful,Once in a while,Understand quite a bit,Neither negative or positive,Frequently,No support at all,Slightly unfair,Not at all likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong a little bit,Sometimes,Quite difficult
stu-e8-129,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Sometimes,Understand quite a bit,Somewhat positive,Once in a while,A little bit of support,Somewhat fair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e8-132,y,Somewhat concerned,Once in a while,Slightly excited,Not at all respectful,Almost always,Understand a little,Neither negative or positive,Almost never,No support at all,Slightly unfair,Quite likely,No respect at all,Hurts my learning some,Almost always,Belong somewhat,Once in a while,Quite difficult
